"id","userx","sqlx","userinfo","tkhmasa"
1,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('Log Out','Log Out')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.228
2,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('Superadmin','Superadmin')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.231
3,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('Server Info','Server Info')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.232
4,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('Switch User','Switch User')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.232
5,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('Fw Function','Fw Function')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.233
6,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('Template','Template')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.234
7,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('HighChart','HighChart')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.235
8,"{""username"":""admin"",""nama"":""Administrator"",""peranan"":""1"",""superadmin"":""admin""}","""INSERT INTO fw_lang(label,bm)VALUES('Local Storage','Local Storage')""","{""REDIRECT_OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""REDIRECT_PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""REDIRECT_HTACCESS"":""on"",""REDIRECT_STATUS"":""200"",""OPENSSL_CONF"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/conf\/openssl.cnf"",""PATH"":""C:\\Bitnami\\wappstack-8.1.4-0\/apache2\/bin;%PATH%"",""HTACCESS"":""on"",""HTTP_HOST"":""localhost"",""HTTP_CONNECTION"":""keep-alive"",""HTTP_SEC_CH_UA"":""\""Chromium\"";v=\""136\"", \""Google Chrome\"";v=\""136\"", \""Not.A\/Brand\"";v=\""99\"""",""HTTP_SEC_CH_UA_MOBILE"":""?0"",""HTTP_SEC_CH_UA_PLATFORM"":""\""Windows\"""",""HTTP_UPGRADE_INSECURE_REQUESTS"":""1"",""HTTP_USER_AGENT"":""Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/136.0.0.0 Safari\/537.36"",""HTTP_ACCEPT"":""text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"",""HTTP_SEC_FETCH_SITE"":""same-origin"",""HTTP_SEC_FETCH_MODE"":""navigate"",""HTTP_SEC_FETCH_DEST"":""document"",""HTTP_REFERER"":""http:\/\/localhost\/mympp\/action.check"",""HTTP_ACCEPT_ENCODING"":""gzip, deflate, br, zstd"",""HTTP_ACCEPT_LANGUAGE"":""en-US,en;q=0.9"",""HTTP_COOKIE"":""PHPSESSID=dth9kal240ktnpiu49hjsp869i"",""SystemRoot"":""C:\\WINDOWS"",""COMSPEC"":""C:\\WINDOWS\\system32\\cmd.exe"",""PATHEXT"":"".COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"",""WINDIR"":""C:\\WINDOWS"",""SERVER_SIGNATURE"":"""",""SERVER_SOFTWARE"":""Apache"",""SERVER_NAME"":""localhost"",""SERVER_ADDR"":""::1"",""SERVER_PORT"":""80"",""REMOTE_ADDR"":""::1"",""DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/"",""REQUEST_SCHEME"":""http"",""CONTEXT_PREFIX"":"""",""CONTEXT_DOCUMENT_ROOT"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs"",""SERVER_ADMIN"":""admin@example.com"",""SCRIPT_FILENAME"":""C:\/Bitnami\/wappstack-8.1.4-0\/apache2\/htdocs\/mympp\/home.php"",""REMOTE_PORT"":""49396"",""REDIRECT_URL"":""\/mympp\/action.do"",""GATEWAY_INTERFACE"":""CGI\/1.1"",""SERVER_PROTOCOL"":""HTTP\/1.1"",""REQUEST_METHOD"":""GET"",""QUERY_STRING"":"""",""REQUEST_URI"":""\/mympp\/action.do"",""SCRIPT_NAME"":""\/mympp\/home.php"",""PHP_SELF"":""\/mympp\/home.php"",""REQUEST_TIME_FLOAT"":1748476293.144334,""REQUEST_TIME"":1748476293}",2025-05-29 07:51:35.236
